"STATISTIC","Statistic","TLIST(A1)","Year","C02076V02508","Age","C02447V03042","School Programme","UNIT","VALUE"
"EDA42","Primary Pupils","2013","2013","008","8 years","118","6th class","Number",""
"EDA42","Primary Pupils","2013","2013","008","8 years","121","Pupils with special needs in mainstream national schools","Number","324"
"EDA42","Primary Pupils","2013","2013","008","8 years","122","Pupils in special national schools","Number","393"
"EDA42","Primary Pupils","2013","2013","008","8 years","130","Pupils in private primary schools","Number","658"
"EDA42","Primary Pupils","2013","2013","009","9 years","1","All first level school programmes","Number","64868"
"EDA42","Primary Pupils","2013","2013","009","9 years","11","All mainstream national school programmes","Number","63309"
"EDA42","Primary Pupils","2013","2013","009","9 years","110","All first level education institutions aided by the Department of Education and Skills","Number","64154"
"EDA42","Primary Pupils","2013","2013","009","9 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2013","2013","009","9 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2013","2013","009","9 years","113","1st class","Number","18"
"EDA42","Primary Pupils","2013","2013","009","9 years","114","2nd class","Number","1130"
"EDA42","Primary Pupils","2013","2013","009","9 years","115","3rd class","Number","38592"
"EDA42","Primary Pupils","2013","2013","009","9 years","116","4th class","Number","23490"
"EDA42","Primary Pupils","2013","2013","009","9 years","117","5th class","Number","79"
"EDA42","Primary Pupils","2013","2013","009","9 years","118","6th class","Number",""
"EDA42","Primary Pupils","2013","2013","009","9 years","121","Pupils with special needs in mainstream national schools","Number","340"
"EDA42","Primary Pupils","2013","2013","009","9 years","122","Pupils in special national schools","Number","505"
"EDA42","Primary Pupils","2013","2013","009","9 years","130","Pupils in private primary schools","Number","714"
"EDA42","Primary Pupils","2013","2013","010","10 years","1","All first level school programmes","Number","64509"
"EDA42","Primary Pupils","2013","2013","010","10 years","11","All mainstream national school programmes","Number","62817"
"EDA42","Primary Pupils","2013","2013","010","10 years","110","All first level education institutions aided by the Department of Education and Skills","Number","63753"
"EDA42","Primary Pupils","2013","2013","010","10 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2013","2013","010","10 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2013","2013","010","10 years","113","1st class","Number",""
"EDA42","Primary Pupils","2013","2013","010","10 years","114","2nd class","Number","21"
"EDA42","Primary Pupils","2013","2013","010","10 years","115","3rd class","Number","1452"
"EDA42","Primary Pupils","2013","2013","010","10 years","116","4th class","Number","37746"
"EDA42","Primary Pupils","2013","2013","010","10 years","117","5th class","Number","23492"
"EDA42","Primary Pupils","2013","2013","010","10 years","118","6th class","Number","106"
"EDA42","Primary Pupils","2013","2013","010","10 years","121","Pupils with special needs in mainstream national schools","Number","358"
"EDA42","Primary Pupils","2013","2013","010","10 years","122","Pupils in special national schools","Number","578"
"EDA42","Primary Pupils","2013","2013","010","10 years","130","Pupils in private primary schools","Number","756"
"EDA42","Primary Pupils","2013","2013","011","11 years","1","All first level school programmes","Number","62588"
"EDA42","Primary Pupils","2013","2013","011","11 years","11","All mainstream national school programmes","Number","61296"
"EDA42","Primary Pupils","2013","2013","011","11 years","110","All first level education institutions aided by the Department of Education and Skills","Number","62125"
"EDA42","Primary Pupils","2013","2013","011","11 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2013","2013","011","11 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2013","2013","011","11 years","113","1st class","Number",""
"EDA42","Primary Pupils","2013","2013","011","11 years","114","2nd class","Number","1"
"EDA42","Primary Pupils","2013","2013","011","11 years","115","3rd class","Number","27"
"EDA42","Primary Pupils","2013","2013","011","11 years","116","4th class","Number","1453"
"EDA42","Primary Pupils","2013","2013","011","11 years","117","5th class","Number","36943"
"EDA42","Primary Pupils","2013","2013","011","11 years","118","6th class","Number","22872"
"EDA42","Primary Pupils","2013","2013","011","11 years","121","Pupils with special needs in mainstream national schools","Number","323"
"EDA42","Primary Pupils","2013","2013","011","11 years","122","Pupils in special national schools","Number","506"
"EDA42","Primary Pupils","2013","2013","011","11 years","130","Pupils in private primary schools","Number","463"
"EDA42","Primary Pupils","2013","2013","012","12 years","1","All first level school programmes","Number","37828"
"EDA42","Primary Pupils","2013","2013","012","12 years","11","All mainstream national school programmes","Number","37001"
"EDA42","Primary Pupils","2013","2013","012","12 years","110","All first level education institutions aided by the Department of Education and Skills","Number","37816"
"EDA42","Primary Pupils","2013","2013","012","12 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2013","2013","012","12 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2013","2013","012","12 years","113","1st class","Number",""
"EDA42","Primary Pupils","2013","2013","012","12 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2013","2013","012","12 years","115","3rd class","Number","2"
"EDA42","Primary Pupils","2013","2013","012","12 years","116","4th class","Number","27"
"EDA42","Primary Pupils","2013","2013","012","12 years","117","5th class","Number","1449"
"EDA42","Primary Pupils","2013","2013","012","12 years","118","6th class","Number","35523"
"EDA42","Primary Pupils","2013","2013","012","12 years","121","Pupils with special needs in mainstream national schools","Number","228"
"EDA42","Primary Pupils","2013","2013","012","12 years","122","Pupils in special national schools","Number","587"
"EDA42","Primary Pupils","2013","2013","012","12 years","130","Pupils in private primary schools","Number","12"
"EDA42","Primary Pupils","2013","2013","013","13 years","1","All first level school programmes","Number","2260"
"EDA42","Primary Pupils","2013","2013","013","13 years","11","All mainstream national school programmes","Number","1576"
"EDA42","Primary Pupils","2013","2013","013","13 years","110","All first level education institutions aided by the Department of Education and Skills","Number","2260"
"EDA42","Primary Pupils","2013","2013","013","13 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2013","2013","013","13 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2013","2013","013","13 years","113","1st class","Number",""
"EDA42","Primary Pupils","2013","2013","013","13 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2013","2013","013","13 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2013","2013","013","13 years","116","4th class","Number",""
"EDA42","Primary Pupils","2013","2013","013","13 years","117","5th class","Number","22"
"EDA42","Primary Pupils","2013","2013","013","13 years","118","6th class","Number","1554"
"EDA42","Primary Pupils","2013","2013","013","13 years","121","Pupils with special needs in mainstream national schools","Number","58"
"EDA42","Primary Pupils","2013","2013","013","13 years","122","Pupils in special national schools","Number","626"
"EDA42","Primary Pupils","2013","2013","013","13 years","130","Pupils in private primary schools","Number",""
"EDA42","Primary Pupils","2013","2013","237","4 years and under","1","All first level school programmes","Number","28779"
"EDA42","Primary Pupils","2013","2013","237","4 years and under","11","All mainstream national school programmes","Number","27023"
"EDA42","Primary Pupils","2013","2013","237","4 years and under","110","All first level education institutions aided by the Department of Education and Skills","Number","27543"
"EDA42","Primary Pupils","2013","2013","237","4 years and under","111","Junior infants","Number","26924"
"EDA42","Primary Pupils","2013","2013","237","4 years and under","112","Senior infants","Number","99"
"EDA42","Primary Pupils","2013","2013","237","4 years and under","113","1st class","Number",""
"EDA42","Primary Pupils","2013","2013","237","4 years and under","114","2nd class","Number",""
"EDA42","Primary Pupils","2013","2013","237","4 years and under","115","3rd class","Number",""
"EDA42","Primary Pupils","2013","2013","237","4 years and under","116","4th class","Number",""
"EDA42","Primary Pupils","2013","2013","237","4 years and under","117","5th class","Number",""
"EDA42","Primary Pupils","2013","2013","237","4 years and under","118","6th class","Number",""
"EDA42","Primary Pupils","2013","2013","237","4 years and under","121","Pupils with special needs in mainstream national schools","Number","246"
"EDA42","Primary Pupils","2013","2013","237","4 years and under","122","Pupils in special national schools","Number","274"
"EDA42","Primary Pupils","2013","2013","237","4 years and under","130","Pupils in private primary schools","Number","1236"
"EDA42","Primary Pupils","2013","2013","283","14 years and over","1","All first level school programmes","Number","3240"
"EDA42","Primary Pupils","2013","2013","283","14 years and over","11","All mainstream national school programmes","Number","30"
"EDA42","Primary Pupils","2013","2013","283","14 years and over","110","All first level education institutions aided by the Department of Education and Skills","Number","3240"
"EDA42","Primary Pupils","2013","2013","283","14 years and over","111","Junior infants","Number",""
"EDA42","Primary Pupils","2013","2013","283","14 years and over","112","Senior infants","Number",""
"EDA42","Primary Pupils","2013","2013","283","14 years and over","113","1st class","Number",""
"EDA42","Primary Pupils","2013","2013","283","14 years and over","114","2nd class","Number",""
"EDA42","Primary Pupils","2013","2013","283","14 years and over","115","3rd class","Number",""
